id_origin,orig_long,orig_lat,dest_long,dest_lat
103,-73.985184,40.727642,-73.98188,40.740673
105,-73.985413,40.761936,-73.949783,40.78038
102,-74.005211,40.740643,-73.722313,40.771027
104,-73.997429,40.756844,-73.989021,40.723007
102,-74.006851,40.735565,-73.993973,40.743958
105,-73.98893,40.736641,-74.00042,40.730453
102,-74.002136,40.733665,-73.953995,40.774792
102,-73.994072,40.722717,-73.955238,40.768761
102,-73.990082,40.733028,-73.991302,40.7505
102,-74.004066,40.722046,-73.990044,40.732979
102,-74.000595,40.735703,-73.980339,40.739185
106,-73.972115,40.756088,-73.94989,40.772129
103,-73.975105,40.719067,-73.950195,40.779774
103,-73.982658,40.723106,-74.000603,40.735603
105,-73.987228,40.747784,-73.954514,40.691036
164,-73.974945,40.77758,-73.952621,40.798237
102,-74.004227,40.738056,-73.987785,40.732948
105,-73.996353,40.737926,-73.789085,40.647228
483,-73.782181,40.644642,-73.754478,40.660694
105,-73.986687,40.747711,-73.986465,40.729649
104,-74.002579,40.742649,-73.991501,40.750565
103,-73.98822,40.732048,-74.006889,40.70573
105,-73.983696,40.758381,-73.863365,40.768768
107,-73.96917,40.790646,-73.978683,40.719933
102,-73.99968,40.731129,-73.908585,40.766186
102,-74.006432,40.741398,-73.988487,40.756725
106,-73.975761,40.749962,-73.952065,40.720905
302,-73.979668,40.687397,-73.950829,40.66811
102,-73.997314,40.725765,-73.986656,40.725578
103,-73.989136,40.720291,-73.980385,40.742554
102,-74.007172,40.741463,-73.982246,40.767071
105,-73.979401,40.761566,-73.983719,40.760082
102,-73.997208,40.721428,-73.970047,40.759708
102,-73.994469,40.727692,-74.005745,40.71468
103,-73.981293,40.725147,-73.985435,40.72995
106,-73.968102,40.759319,-73.963669,40.761326
102,-73.997406,40.721169,-73.995293,40.732758
103,-73.987312,40.724789,-73.989174,40.724503
108,-73.959908,40.762661,-73.984138,40.745663
103,-73.983047,40.722736,-73.978699,40.741917
106,-73.974564,40.747311,-73.961861,40.713596
108,-73.944107,40.775959,-73.990349,40.75164
104,-73.986694,40.763088,-73.863983,40.767883
101,-74.005264,40.720623,-73.946098,40.808048
106,-73.970871,40.751701,-73.976265,40.744339
102,-74.005981,40.735737,-73.98735,40.733204
102,-74.005409,40.726383,-73.94796,40.724422
104,-74.002045,40.73978,-73.867897,40.745003
108,-73.965851,40.76263,-73.949875,40.776276
483,-73.782074,40.644604,-73.821243,40.680367
408,-73.837074,40.740345,-73.98465,40.719875
483,-73.787956,40.641434,-73.941864,40.725899
104,-73.992599,40.763653,-73.962898,40.804195
102,-73.99942,40.733868,-74.000778,40.742207
102,-74.008606,40.724308,-73.99968,40.761406
102,-73.990913,40.733601,-73.983398,40.726257
104,-73.994003,40.761536,-73.829391,40.712357
103,-73.980385,40.722038,-73.986694,40.725471
105,-73.989685,40.746952,-73.954468,40.786831
106,-73.976219,40.747871,-74.005898,40.70882
105,-73.988724,40.748684,-73.910461,40.772625
102,-74.00106,40.729168,-73.942543,40.708889
105,-73.989464,40.739697,-73.93779,40.800812
101,-74.00631,40.716682,-73.912399,40.780754
106,-73.976799,40.739162,-73.988724,40.700787
103,-73.983894,40.731041,-73.93528,40.696827
105,-73.981812,40.75156,-73.984085,40.600967
105,-73.989464,40.757656,-73.794067,40.644661
102,-74.004402,40.733406,-74.007126,40.734421
102,-73.999184,40.728313,-74.00119,40.731529
103,-73.993439,40.721375,-73.971054,40.74836
106,-73.970337,40.748898,-74.022873,40.614422
306,-73.998077,40.682377,-73.967468,40.712421
108,-73.967598,40.764523,-73.954582,40.784962
106,-73.983948,40.737591,-73.977058,40.746868
104,-73.990013,40.767151,-73.995384,40.749748
106,-73.976974,40.749901,-74.001259,40.755444
105,-73.991646,40.749592,-73.971214,40.797852
401,-73.92437,40.761551,-73.77803,40.644894
106,-73.976234,40.745243,-73.975121,40.735466
104,-73.99379,40.76189,-73.981743,40.778946
164,-73.977066,40.774544,-73.957253,40.779816
104,-73.993591,40.763012,-73.863914,40.76939
108,-73.951614,40.782043,-73.937057,40.804272
105,-73.985786,40.762421,-73.997704,40.737831
402,-73.898712,40.749798,-73.877968,40.756294
101,-74.001755,40.709877,-74.017807,40.644245
107,-73.970055,40.799652,-73.978188,40.788521
104,-73.993057,40.762867,-73.975334,40.78714
108,-73.950356,40.78355,-73.987686,40.774902
107,-73.978699,40.783432,-73.994835,40.750172
105,-73.974777,40.762531,-74.00779,40.718513
108,-73.963585,40.774231,-73.952934,40.776737
108,-73.956963,40.780289,-73.973831,40.75563
101,-74.014618,40.704506,-73.871399,40.774319
102,-73.997131,40.722481,-73.920593,40.828228
301,-73.939842,40.707901,-73.962105,40.713226
403,-73.88089,40.747978,-73.896774,40.750576
101,-74.008347,40.714443,-73.951874,40.781734
107,-73.982368,40.775261,-73.85746,40.716824
301,-73.962502,40.719803,-73.950195,40.726315
106,-73.98381,40.737549,-73.985504,40.74638
103,-73.988632,40.718784,-74.007576,40.742836
102,-73.990822,40.734863,-73.991577,40.744442
103,-73.987297,40.718407,-73.997948,40.718121
101,-74.006897,40.716331,-73.987473,40.750542
108,-73.967789,40.762753,-73.994469,40.745487
102,-73.993507,40.724152,-73.961464,40.760303
102,-74.008255,40.725834,-73.990318,40.731277
102,-74.00322,40.732876,-74.004951,40.738144
103,-73.99054,40.718613,-73.972694,40.687546
107,-73.982475,40.771561,-73.957672,40.765602
109,-73.953888,40.816586,-73.923462,40.859665
102,-73.997765,40.721397,-73.992714,40.659042
105,-73.983192,40.749329,-74.005219,40.728153
105,-73.974693,40.762024,-73.986633,40.702969
103,-73.988472,40.723019,-73.933563,40.849266
105,-73.982285,40.766464,-73.963562,40.758888
103,-73.983093,40.730534,-73.981674,40.736561
105,-73.985474,40.763111,-73.921486,40.760143
103,-73.987,40.729408,-73.977509,40.761642
102,-74.000443,40.735386,-73.99408,40.741776
401,-73.91214,40.767467,-73.950218,40.806538
107,-73.970497,40.7939,-73.940369,40.84573
103,-73.987938,40.732128,-73.986305,40.719482
105,-73.977654,40.764908,-73.983276,40.780151
103,-73.991722,40.726246,-73.981972,40.735928
102,-74.004684,40.730293,-73.982887,40.692604
106,-73.970963,40.755322,-73.915268,40.754051
103,-73.982925,40.721291,-73.968216,40.754059
106,-73.979248,40.740574,-74.000191,40.733025
105,-73.98632,40.747776,-74.01104,40.707733
105,-73.985603,40.744263,-73.997833,40.72942
301,-73.951721,40.714916,-73.994682,40.740379
102,-74.006378,40.7393,-74.001503,40.746582
103,-73.989578,40.719124,-73.959541,40.76688
102,-74.002678,40.724953,-74.094383,40.618591
106,-73.972084,40.749485,-73.857742,40.716476
103,-73.988129,40.723583,-73.991142,40.755108
105,-73.995255,40.749611,-74.004845,40.735107
107,-73.974312,40.788593,-73.902504,40.870762
105,-73.992516,40.74321,-73.995453,40.744297
302,-73.982735,40.692261,-73.945259,40.634144
103,-73.9963,40.716251,-73.984818,40.696182
106,-73.974495,40.74205,-73.974495,40.74205
108,-73.954269,40.784355,-73.953644,40.779251
106,-73.969597,40.752956,-73.989151,40.748142
104,-73.984634,40.768433,-73.95929,40.780079
110,-73.946381,40.806702,-73.987892,40.739857
106,-73.967163,40.761276,-73.955551,40.77647
480,-73.877022,40.772388,-73.991982,40.742661
104,-73.992424,40.75843,-73.952492,40.780823
404,-73.884949,40.741371,-73.884956,40.741371
104,-73.993752,40.762222,-73.992966,40.737801
107,-73.981926,40.774235,-73.997215,40.727192
106,-73.981926,40.732311,-73.987,40.749737
102,-74.002708,40.739368,-74.008537,40.746681
108,-73.948975,40.778416,-73.96936,40.760715
107,-73.973808,40.784157,-73.984894,40.758694
108,-73.960052,40.762058,-73.990494,40.751247
107,-73.967941,40.801689,-73.940994,40.802139
483,-73.776817,40.645084,-73.879753,40.754261
105,-73.99128,40.755116,-73.99102,40.761795
403,-73.897255,40.754398,-73.982666,40.727146
105,-73.985252,40.744343,-73.945343,40.774105
111,-73.94696,40.791306,-73.997177,40.724957
102,-73.997833,40.729439,-73.994026,40.751556
108,-73.945633,40.774403,-73.978119,40.76157
105,-73.98494,40.763645,-73.948647,40.793491
103,-73.990585,40.72467,-73.988495,40.733936
107,-73.97879,40.777374,-73.983055,40.769287
102,-74.002968,40.733242,-73.997467,40.688084
103,-73.993187,40.719982,-73.97982,40.743233
103,-73.988213,40.722679,-73.949432,40.775177
106,-73.976517,40.744961,-73.81311,40.585793
101,-74.009125,40.704224,-73.961296,40.76873
104,-73.987137,40.769531,-73.963303,40.762627
103,-73.990746,40.718224,-73.98848,40.670746
103,-73.987427,40.728992,-73.930618,40.744427
102,-74.001678,40.730698,-73.95874,40.81498
105,-73.987915,40.73822,-73.980835,40.742058
104,-73.999664,40.738567,-73.960266,40.797592
104,-74.004135,40.742668,-74.002464,40.718609
112,-73.944916,40.834171,-73.954651,40.820744
108,-73.960831,40.761169,-73.933891,40.74485
102,-74.006454,40.739498,-73.996704,40.747601
101,-74.000793,40.718086,-73.979561,40.743114
108,-73.961594,40.760704,-73.946838,40.780224
105,-73.985985,40.748184,-73.988388,40.764206
105,-73.984955,40.747772,-73.988777,40.773724
306,-73.99202,40.684399,-73.981148,40.671757
106,-73.976044,40.744911,-73.999359,40.743961
103,-73.980789,40.729836,-73.942635,40.831429
102,-74.006859,40.739849,-74.005447,40.72739
102,-73.995544,40.724834,-73.973816,40.78297
103,-73.98938,40.718857,-73.982803,40.723373
104,-73.989899,40.762161,-73.965836,40.762581
102,-73.997414,40.721283,-73.989433,40.736149
107,-73.967743,40.802956,-73.981567,40.772774
103,-73.98465,40.72871,-73.952614,40.765621
104,-73.999695,40.743465,-73.991165,40.75563
108,-73.95182,40.784458,-73.947945,40.796337
483,-73.776848,40.645206,-73.931602,40.617844
412,-73.811287,40.693466,-73.977623,40.729248
102,-73.999107,40.726822,-73.78923,40.642708
410,-73.803642,40.678406,-73.797287,40.664333
483,-73.782295,40.644676,-73.830544,40.703217
404,-73.86985,40.733669,-73.899132,40.743496
106,-73.96566,40.759247,-73.984612,40.744324
102,-74.008354,40.742077,-73.922424,40.862217
102,-73.993767,40.723957,-73.984589,40.754383
102,-74.006348,40.733238,-73.996399,40.748135
483,-73.781868,40.644737,-73.987473,40.768833
401,-73.911713,40.754852,-73.974312,40.749161
103,-73.997093,40.714703,-73.980591,40.764095
102,-73.994705,40.720573,-73.979874,40.779545
103,-73.994354,40.719307,-73.991837,40.721889
103,-73.989075,40.718697,-73.95182,40.691902
105,-73.984222,40.761333,-74.004272,40.721069
102,-74.004646,40.730278,-73.982964,40.755821
106,-73.983261,40.731647,-73.998886,40.738201
301,-73.959045,40.708801,-73.987839,40.724178
103,-73.989548,40.718822,-73.97139,40.746807
104,-74.00412,40.740467,-73.984024,40.721432
109,-73.95829,40.805367,-73.950279,40.826347
102,-74.000717,40.730751,-74.013489,40.704636
104,-73.994293,40.766449,-73.960175,40.770252
104,-74.005119,40.74641,-73.975426,40.749275
103,-73.990623,40.724613,-73.988831,40.741302
104,-74.007568,40.743546,-73.961021,40.764889
101,-74.00499,40.707005,-73.952698,40.678558
104,-74.004745,40.741615,-73.980591,40.779774
104,-73.985603,40.768147,-73.98558,40.778152
107,-73.96772,40.801414,-73.98304,40.784248
105,-73.985664,40.747166,-73.98645,40.730167
108,-73.966187,40.765003,-73.956573,40.771603
102,-73.993744,40.729252,-73.99395,40.741364
103,-73.998825,40.714733,-73.946747,40.779991
103,-73.980042,40.722351,-73.987823,40.669922
103,-73.988144,40.718616,-74.004433,40.707352
104,-74.004265,40.742428,-73.979408,40.761257
104,-73.990791,40.761181,-74.000336,40.747936
105,-73.981064,40.761871,-73.931114,40.694595
106,-73.981804,40.73513,-73.999565,40.744011
107,-73.967934,40.801762,-73.872139,40.77449
103,-73.98983,40.729492,-73.982521,40.745155
106,-73.980721,40.744888,-73.946541,40.780827
401,-73.905685,40.753502,-73.912941,40.766472
102,-74.00528,40.722057,-73.98671,40.742821
104,-73.982193,40.768227,-73.969597,40.759514
306,-73.991402,40.685379,-74.001022,40.676414
403,-73.884361,40.747761,-73.949394,40.825108
103,-73.992073,40.72179,-73.989052,40.723026
103,-73.983208,40.722237,-74.005424,40.745949
106,-73.977211,40.736191,-73.977211,40.736191
103,-73.992111,40.721653,-73.919441,40.744263
108,-73.955444,40.761593,-73.870476,40.876629
102,-74.00779,40.731701,-73.994354,40.729424
105,-73.988503,40.743057,-74.000198,40.721371
103,-73.984856,40.721924,-73.782425,40.648758
108,-73.970619,40.76741,-73.958076,40.771301
105,-73.991859,40.749981,-73.963112,40.814484
107,-73.967766,40.792027,-73.984879,40.760044
104,-73.992958,40.755249,-73.976669,40.756351
101,-74.013351,40.702335,-73.952995,40.657696
103,-73.99025,40.719349,-73.986588,40.776829
105,-73.987862,40.73819,-73.974045,40.74868
102,-73.994186,40.73513,-73.994186,40.73513
103,-73.993706,40.720833,-74.004326,40.730312
102,-74.009201,40.72599,-73.989067,40.692348
101,-74.000977,40.718132,-73.995003,40.720905
106,-73.965118,40.760002,-74.007355,40.708611
108,-73.950645,40.779335,-74.005043,40.704926
101,-74.006134,40.717148,-73.993042,40.742558
106,-73.965813,40.75444,-73.95726,40.774277
103,-73.989342,40.730156,-73.990616,40.750153
106,-73.980492,40.742355,-73.977028,40.763924
108,-73.948418,40.774132,-73.983467,40.734947
105,-73.985519,40.755707,-73.98938,40.757675
105,-73.994553,40.740452,-73.989052,40.718704
103,-73.98555,40.721924,-73.946579,40.784061
102,-73.992126,40.730705,-73.98922,40.721893
105,-73.985626,40.743946,-74.002541,40.744766
104,-73.990227,40.768871,-73.991684,40.758057
107,-73.973259,40.795479,-73.98439,40.780224
103,-73.988007,40.732121,-73.980309,40.763939
103,-73.980713,40.729794,-73.984695,40.732265
103,-73.983795,40.731812,-73.985008,40.72401
104,-74.005852,40.748497,-73.986702,40.762093
102,-73.999474,40.733639,-73.994568,40.694439
102,-73.999947,40.730553,-73.965248,40.772018
102,-73.990692,40.734295,-73.953293,40.718815
108,-73.948441,40.774227,-73.957756,40.638496
301,-73.958138,40.717403,-73.989975,40.666786
103,-73.98056,40.721737,-73.966225,40.753757
103,-73.986931,40.72084,-74.006165,40.714008
107,-73.970398,40.796577,-73.964691,40.807449
107,-73.977348,40.774467,-73.990601,40.682446
107,-73.971527,40.782322,-73.978226,40.773148
107,-73.982063,40.778156,-73.971741,40.792038
107,-73.980759,40.774216,-73.989838,40.776291
101,-74.007545,40.712753,-73.990814,40.744373
108,-73.951904,40.777916,-73.863091,40.768585
108,-73.962311,40.770473,-73.969376,40.766045
104,-73.990852,40.756596,-73.954376,40.787086
107,-73.978729,40.787071,-73.95063,40.776108
105,-73.992722,40.749279,-74.004723,40.736092
107,-73.97213,40.782143,-73.961334,40.76897
105,-73.985359,40.748718,-73.98259,40.727413
107,-73.979439,40.784847,-73.981026,40.789021
106,-73.982437,40.739704,-73.872734,40.774448
480,-73.873535,40.773956,-73.996193,40.768471
106,-73.981499,40.741199,-73.978958,40.753174
111,-73.951416,40.791092,-73.955482,40.786499
105,-73.978104,40.752396,-73.999161,40.759682
106,-73.982826,40.739475,-73.994743,40.718739
102,-73.999893,40.730778,-73.953705,40.779335
108,-73.972107,40.764793,-73.982002,40.766327
103,-73.977776,40.725697,-73.973686,40.743622
103,-73.989182,40.718765,-73.985893,40.752342
101,-74.008728,40.715847,-73.956337,40.675026
102,-74.003731,40.72237,-73.990303,40.728119
108,-73.961288,40.760357,-73.884621,40.858349
301,-73.9561,40.713943,-73.988625,40.721348
102,-73.999603,40.733456,-73.981079,40.762424
106,-73.985893,40.738247,-73.989929,40.738487
105,-73.981125,40.750423,-73.996353,40.760292
102,-73.996925,40.720478,-73.993126,40.739128
105,-73.990852,40.755684,-73.962715,40.767277
104,-73.991112,40.75568,-74.007912,40.740246
106,-73.982979,40.734982,-73.995537,40.721432
306,-73.977837,40.680206,-73.955566,40.677635
101,-74.004417,40.719452,-73.972069,40.794788
106,-73.97271,40.752659,-73.97271,40.752659
105,-73.987457,40.754288,-74.009109,40.706078
105,-73.989525,40.757175,-73.988121,40.763557
103,-73.984138,40.725231,-73.9543,40.709511
105,-73.987328,40.760494,-73.963264,40.718845
105,-73.991158,40.75053,-73.993515,40.747097
103,-73.985992,40.726692,-73.953232,40.670544
104,-73.995331,40.759464,-73.892113,40.750763
102,-74.007599,40.740887,-73.970268,40.757343
102,-74.007462,40.741104,-74.009773,40.705425
103,-73.985603,40.726933,-73.999092,40.729935
102,-73.994553,40.719234,-73.953812,40.682774
103,-73.983849,40.727104,-73.975586,40.760517
103,-73.989082,40.721329,-73.991081,40.760406
108,-73.951042,40.774517,-73.991211,40.733307
103,-73.987282,40.729218,-73.979889,40.72681
101,-74.005432,40.709099,-73.985046,40.717735
102,-73.99527,40.724926,-73.953316,40.767429
103,-73.986366,40.721996,-73.978806,40.736622
101,-74.012993,40.717468,-73.973671,40.74353
102,-74.005676,40.738731,-73.983559,40.725998
103,-73.989143,40.721188,-73.992844,40.688656
105,-73.98954,40.757538,-73.940376,40.831646
106,-73.98407,40.737392,-73.816071,40.816978
483,-73.777893,40.647842,-73.778526,40.644215
102,-73.990204,40.734512,-73.980553,40.742329
104,-74.005638,40.741997,-73.998169,40.740665
102,-74.002579,40.739571,-73.894005,40.732822
108,-73.95314,40.780025,-73.947098,40.788212
401,-73.91964,40.772503,-73.926704,40.768269
103,-73.983658,40.725933,-73.969353,40.749336
302,-73.987305,40.691608,-73.955719,40.659115
103,-73.986076,40.722755,-74.000931,40.710602
103,-73.98819,40.724876,-73.974228,40.751362
101,-74.010887,40.708382,-73.973999,40.731499
102,-74.006752,40.739548,-74.000137,40.738705
103,-73.982788,40.731113,-73.945717,40.712147
105,-73.98645,40.755836,-73.910774,40.88818
103,-73.984375,40.724838,-73.990273,40.772217
101,-74.005219,40.719387,-73.944092,40.711643
104,-74.000969,40.747135,-73.823532,40.713146
103,-73.993568,40.721191,-73.976318,40.741753
301,-73.957817,40.717854,-73.870071,40.725597
104,-73.989059,40.766716,-73.944473,40.824429
401,-73.919281,40.769176,-74.005196,40.706913
105,-73.974304,40.762291,-73.968285,40.602337
103,-73.979988,40.726807,-73.99411,40.741467
109,-73.966675,40.804386,-73.995049,40.750179
483,-73.791,40.645451,-73.990044,40.746712
105,-73.991669,40.73822,-73.98938,40.747868
104,-73.985878,40.763275,-73.993561,40.767357
106,-73.977921,40.742039,-74.008759,40.713627
